386.9952697753906,-689.9674682617188,143.0679931640625,-52.512332916259766,61.1671028137207,-13.417143821716309,-68.57565307617188,108.55851745605469,-40.3149528503418
386.9931640625,-689.9696655273438,143.06922912597656,-52.5124626159668,61.1671028137207,-13.417318344116211,-68.57565307617188,108.55851745605469,-40.3149528503418
386.9921569824219,-689.9725952148438,143.07167053222656,-52.512657165527344,61.1671028137207,-13.417675018310547,-68.57565307617188,108.55851745605469,-40.3149528503418
386.9715576171875,-689.9899291992188,143.07728576660156,-52.51484680175781,61.1671028137207,-13.418469429016113,-68.57576751708984,108.55851745605469,-40.3149528503418
386.544189453125,-690.4817504882812,143.34410095214844,-52.56503677368164,61.16651153564453,-13.459559440612793,-68.57621002197266,108.55905151367188,-40.31477355957031
384.59405517578125,-692.4595947265625,144.640869140625,-52.77213668823242,61.1300163269043,-13.578743934631348,-68.57666778564453,108.55906677246094,-40.31477355957031
380.7515869140625,-695.8461303710938,146.2880401611328,-53.149261474609375,61.103065490722656,-13.761537551879883,-68.57682800292969,108.55906677246094,-40.31477355957031
375.2333679199219,-699.6318969726562,147.1369171142578,-53.64216995239258,61.100337982177734,-13.876824378967285,-68.57778930664062,108.55925750732422,-40.31477355957031
368.10516357421875,-704.2583618164062,148.12290954589844,-54.271488189697266,61.092674255371094,-14.005712509155273,-68.57909393310547,108.55926513671875,-40.31477355957031
359.1124267578125,-709.9054565429688,149.6845703125,-55.041744232177734,61.050418853759766,-14.147664070129395,-68.58426666259766,108.55926513671875,-40.31477355957031
349.06402587890625,-715.6979370117188,152.0699005126953,-55.889102935791016,60.91133499145508,-14.213656425476074,-68.60853576660156,108.55926513671875,-40.31477355957031
339.03887939453125,-721.05810546875,155.62643432617188,-56.707279205322266,60.653343200683594,-14.215200424194336,-68.61608123779297,108.55926513671875,-40.31511688232422
330.1483154296875,-725.75537109375,159.39871215820312,-57.435142517089844,60.37870407104492,-14.2152738571167,-68.61762237548828,108.55926513671875,-40.315799713134766
321.7041931152344,-730.0780029296875,163.42135620117188,-58.11651611328125,60.08705139160156,-14.2152738571167,-68.61762237548828,108.55882263183594,-40.31707000732422
312.77227783203125,-734.4412231445312,166.96588134765625,-58.83832931518555,59.83100891113281,-14.2152738571167,-68.61762237548828,108.55793762207031,-40.31981658935547
